BILL_NUM;BILL_TYPE;BILL_CAT;BILL_DATE;COMP_CODE;CREATEDON;BIL_H_CNT;GN_CUSTOM;CUST_GROUP;DISTR_CHAN;DOC_CATEG;DOC_CURRCY;EXRATE_ACC;FISCVARNT;GN_R3_SSY;LOC_CURRCY;PAYER;RATE_TYPE;RECORDMODE;SALESEMPLY;SALESORG;SALES_DIST;SOLD_TO;STAT_CURR
140512;M;I;23.09.2013;200;01.08.2013;3;DARIEN-BAKERY;C3;1;G;EUR;;K4;;EUR;20629215;210340550;;;;1;SP9;EUR
140513;M;I;23.09.2013;400;01.08.2013;5;UNIONCITY-REALTY;C2;1;G;EUR;;K4;;EUR;20629215;210340550;;;;1;SP11;RON
140514;M;I;01.06.2013;100;01.08.2013;8;COUNCIL-MOTORS;C1;1;G;RON;;K4;;EUR;20629215;122140498;;;;1;SP3;EUR
140515;M;I;29.07.2013;800;01.08.2013;5;VILLARICA-SERVICES;C1;1;G;RON;;K4;;RON;20629215;122140498;;;;1;SP1;RON
140516;KZ;I;20.08.2013;800;15.02.2013;6;POULAN-MANUFACTURING;C1;1;G;RON;;K4;;RON;20629215;226680844;;;;1;SP9;RON
140517;KZ;I;01.09.2013;300;15.02.2013;1;INAHA-MOTORSERVICES;C8;1;G;RON;;K4;;RON;20629215;226680844;;;;1;SP11;RON
140518;KZ;I;13.09.2013;400;15.02.2013;5;LAWRENCEVILLE-ENGINEERING;C3;1;B;RON;;K4;;RON;20629215;148160792;;;;1;SP6;RON
140519;KZ;I;23.05.2013;500;15.02.2013;4;VALONA-STUDIOS;C4;1;B;RON;;K4;;RON;10285386;148160792;;;;1;SP6;RON
140520;KZ;I;29.09.2013;300;15.02.2013;6;FRUITLAND-MOTORSERVICES;C2;1;L;RON;;K4;;RON;27471161;191356382;;;;1;SP2;GBP
140521;KZ;I;23.10.2013;300;15.02.2013;4;POWDERSPRINGS-SOFTWARE;C2;1;L;EUR;;K4;;RON;27471161;191356382;;;;1;SP2;RON
140522;M;I;23.10.2013;400;15.02.2013;1;LOCUSTGROVE-REALTY;C1;1;L;EUR;;K4;;EUR;27471161;187424091;;;;1;SP11;GEL
140523;M;I;23.10.2013;500;15.02.2013;3;SYLVESTER-ACCOUNTING;C8;1;L;EUR;;K4;;EUR;21429417;187424091;;;;1;SP5;EUR
140524;M;I;23.10.2013;300;15.02.2013;2;BACONTON-REALTY;C1;1;L;EUR;;K4;;EUR;15672278;146898970;;;;1;SP1;EUR
140525;M;I;23.10.2013;400;15.02.2013;8;ALAPAHA-MANUFACTURING;C5;1;L;EUR;;K4;;EUR;15672278;191828004;;;;1;SP5;EUR
140526;M;I;05.03.2013;800;15.07.2013;6;DALLAS-LANDSCAPING;C8;1;L;EUR;;K4;;EUR;15672278;120805212;;;;1;SP3;EUR
140527;KZ;I;07.10.2013;800;15.07.2013;8;FOLKSTON-MOTORSERVICES;C2;1;L;EUR;;K4;;EUR;15672278;206675508;;;;1;SP7;EUR
140528;M;I;07.10.2013;300;15.07.2013;4;STERLING-INSURANCE;C6;1;L;EUR;;K4;;EUR;15672278;206675508;;;;1;SP7;EUR
140529;M;I;24.02.2013;300;15.07.2013;6;WINOKUR-DEVELOPMENT;C8;1;L;GBP;;K4;;EUR;15672278;206675508;;;;1;SP7;EUR
140530;M;I;24.02.2013;300;15.07.2013;8;OUSLEY-GYMNASIUM;C7;1;L;GBP;;K4;;GBP;15672278;206675508;;;;1;SP9;GBP
140531;KZ;I;24.02.2013;700;15.07.2013;1;DANIELSVILLE-SOFTWARE;C7;1;L;GBP;;K4;;GBP;15672278;110234895;;;;1;SP2;EUR
140532;KZ;I;20.07.2013;400;15.07.2013;6;KELLER-REALTY;C3;1;L;RON;;K4;;GBP;15672278;124344515;;;;1;SP2;GBP
140533;M;I;10.03.2013;500;15.07.2013;7;COUNTRYCLUBESTATE-FURNISHINGS;C3;1;L;RON;;K4;;RON;15672278;127900555;;;;1;SP2;RON
140534;KZ;I;24.05.2013;100;15.07.2013;5;OFFERMAN-LANDSCAPING;C3;1;L;RON;;K4;;RON;15672278;120276712;;;;1;SP2;RON
140535;M;I;21.11.2013;600;15.07.2013;2;COHUTTA-SERVICES;C6;1;L;RON;;K4;;RON;22555334;200068144;;;;1;SP2;RON
140536;M;I;21.11.2013;500;15.07.2013;6;BLOOMINGDALE-GYMNASIUM;C7;1;L;RON;;K4;;RON;22555334;224401632;;;;1;SP2;RON
140537;M;I;21.11.2013;200;15.07.2013;9;BUFORD-SIGNS;C4;1;L;UAH;;K4;;RON;22555334;224401632;;;;1;SP2;RON
140538;KZ;I;21.11.2013;600;09.08.2013;1;EGYPT-INDUSTRIES;C7;1;L;UAH;;K4;;UAH;10091413;224401632;;;;1;SP2;UAH
140539;KZ;I;11.10.2013;100;09.08.2013;8;WOODBINE-GYMNASIUM;C5;9;L;UAH;;K4;;UAH;10091413;224401632;;;;1;SP2;EUR
140540;KZ;I;11.10.2013;300;09.08.2013;4;HOLT-PROSERVICES;C4;1;L;UAH;;K4;;UAH;10091413;205771404;;;;1;SP1;EUR
140541;M;I;11.10.2013;100;09.08.2013;1;JASPER-MOTORSERVICES;C2;1;L;RUB;;K4;;UAH;27012589;205771404;;;;1;SP1;UAH
140542;KZ;I;11.10.2013;400;09.08.2013;1;ALAMO-INDUSTRIES;C6;1;L;RUB;;K4;;RUB;15148857;221832247;;;;1;SP13;RUB
140543;M;I;11.10.2013;100;09.08.2013;1;CLEVELAND-SIGNS;C1;1;L;EUR;;K4;;RUB;15148857;196198746;;;;1;SP13;RUB
140544;M;I;11.10.2013;300;09.08.2013;9;MYSTIC-DEVELOPMENT;C3;1;L;EUR;;K4;;EUR;16999578;212820182;;;;1;SP10;KZT
140545;KZ;I;12.07.2013;200;09.08.2013;9;BUENAVISTA-ACCOUNTING;C4;1;L;EUR;;K4;;EUR;16999578;171282475;;;;1;SP1;EUR
140546;KZ;I;16.10.2013;800;09.08.2013;4;ATHENS-BAKERY;C3;1;L;RON;;K4;;EUR;16999578;147440839;;;;1;SP1;EUR
140547;M;I;26.07.2013;400;29.07.2013;1;WATERLOO-DEVELOPMENT;C2;1;L;RON;;K4;;RON;16999578;201552735;;;;1;SP2;RON
140548;KZ;I;26.07.2013;800;29.07.2013;3;COX-GYMNASIUM;C8;1;L;RON;;K4;;RON;16999578;116285008;;;;1;SP5;RON
140549;M;I;26.07.2013;300;04.08.2013;8;ELLENTON-INDUSTRIES;C7;1;L;RON;;K4;;RON;16999578;116285008;;;;1;SP5;RON
140550;M;I;03.11.2013;700;24.10.2013;3;KINGSBAYBASE-CAFE;C5;1;L;RON;;K4;;RON;16999578;116285008;;;;1;SP5;RON
140551;M;I;03.11.2013;400;24.10.2013;9;VIENNA-FURNISHINGS;C5;1;L;KZT;;K4;;RON;16999578;213161353;;;;1;SP5;RON
140552;M;I;18.07.2013;400;24.10.2013;2;DUBLIN-SOFTWARE;C6;1;L;KZT;;K4;;KZT;16999578;227183942;;;;1;SP8;KZT
140553;M;I;07.09.2013;100;24.10.2013;5;LEXINGTON-TRAVEL;C5;1;L;KZT;;K4;;KZT;16999578;227183942;;;;1;SP8;KZT
140554;M;I;07.09.2013;300;24.10.2013;2;RIDGEVILLE-ENGINEERING;C3;1;L;KZT;;K4;;KZT;16999578;166233790;;;;1;SP10;KZT
140555;KZ;I;24.01.2013;800;14.03.2013;5;WHITMARSHISLAND-INSURANCE;C2;1;L;KZT;;K4;;KZT;16831912;133333264;;;;1;SP5;KZT
140556;KZ;I;24.01.2013;100;14.03.2013;2;MORROW-MANUFACTURING;C1;1;L;KZT;;K4;;KZT;16831912;130246882;;;;1;SP5;KZT
140557;M;I;24.01.2013;500;14.03.2013;2;HAZLEHURST-DEVELOPMENT;C6;1;L;KZT;;K4;;KZT;22981365;130246882;;;;1;SP14;KZT
140558;M;I;01.03.2013;500;14.03.2013;2;MOUNTVERNON-REALTY;C6;1;L;KZT;;K4;;KZT;22981365;147047813;;;;1;SP4;RON
140559;M;I;01.03.2013;500;14.03.2013;2;OUSLEY-GYMNASIUM;C7;1;L;KZT;;K4;;KZT;24194007;209452458;;;;1;SP1;KZT
140560;KZ;I;09.03.2013;400;14.03.2013;1;BLACKSHEAR-MANUFACTURING;C3;1;L;KZT;;K4;;KZT;24194007;209452458;;;;1;SP5;KZT
140561;M;I;09.03.2013;100;14.03.2013;7;STERLING-SIGNS;C2;1;C;KZT;;K4;;KZT;24194007;129709329;;;;1;SP5;KZT
140562;M;I;04.10.2013;800;14.03.2013;9;LYONS-BAKERY;C4;1;C;KZT;;K4;;KZT;24194007;145819994;;;;1;SP5;KZT
140563;KZ;I;04.10.2013;300;14.03.2013;4;UNADILLA-OFFICESUPPLIES;C6;1;H;KZT;;K4;;KZT;24194007;225130193;;;;1;SP2;KZT
140564;M;I;16.08.2013;700;14.03.2013;3;SUGARHILL-MANUFACTURING;C1;1;H;PLN;;K4;;KZT;24194007;214449907;;;;1;SP2;KZT
140565;KZ;I;30.09.2013;700;14.03.2013;1;RIVERSIDE-REALTY;C2;1;C;PLN;;K4;;PLN;24194007;192271596;;;;1;SP3;KZT
140566;KZ;I;30.09.2013;800;14.03.2013;5;WARRENTON-ACCOUNTING;C3;1;B;PLN;;K4;;PLN;17044037;222023885;;;;1;SP5;GBP
140567;M;I;30.09.2013;400;14.03.2013;5;HEPZIBAH-LANDSCAPING;C5;1;B;PLN;;K4;;PLN;17044037;156337340;;;;1;SP5;PLN
140568;KZ;I;05.05.2013;300;14.03.2013;8;EDISON-SERVICES;C1;9;B;PLN;;K4;;PLN;17044037;156337340;;;;1;SP5;PLN
140569;M;I;12.08.2013;500;14.03.2013;7;WAVERLY-MOTORSERVICES;C7;1;B;PLN;;K4;;PLN;27035184;179287480;;;;1;SP1;PLN
140570;M;I;12.08.2013;200;14.02.2013;9;SPRINGFIELD-INSURANCE;C1;1;B;PLN;;K4;;PLN;27035184;152592088;;;;1;SP13;PLN
140571;KZ;I;12.08.2013;200;23.10.2013;4;UNIONVILLE-GYMNASIUM;C2;1;B;PLN;;K4;;PLN;27035184;134882161;;;;1;SP1;PLN
140572;KZ;I;26.07.2013;500;23.10.2013;8;NASHVILLE-CAFE;C1;1;B;PLN;;K4;;PLN;29681683;201346241;;;;1;SP14;PLN
140573;KZ;I;26.07.2013;800;06.01.2013;6;SUNSWEET-ACCOUNTING;C5;1;B;PLN;;K4;;PLN;19030004;201346241;;;;1;SP14;PLN
140574;M;I;19.03.2013;500;06.01.2013;6;SYCAMORE-REALTY;C2;1;B;PLN;;K4;;PLN;19030004;206754475;;;;1;SP2;SEK
140575;M;I;19.03.2013;400;06.01.2013;3;WOODSTOCK-FURNISHINGS;C7;1;B;PLN;;K4;;PLN;19030004;206754475;;;;1;SP2;PLN
140576;M;I;19.03.2013;800;27.02.2013;5;REGISTER-DEVELOPMENT;C8;1;B;PLN;;K4;;PLN;19030004;188016436;;;;1;SP12;PLN
140577;M;I;08.08.2013;600;27.02.2013;5;GRIFFIN-SOFTWARE;C1;1;B;PLN;;K4;;PLN;27430931;188016436;;;;1;SP13;GBP
140578;KZ;I;08.08.2013;100;25.09.2013;6;ROCKMART-MOTORSERVICES;C3;1;B;PLN;;K4;;PLN;20933385;188016436;;;;1;SP14;PLN
140579;M;I;12.01.2013;800;25.09.2013;4;FORTGAINES-MOTORS;C1;1;B;PLN;;K4;;PLN;20933385;161606756;;;;1;SP14;PLN
140580;M;I;07.11.2013;400;29.09.2013;3;PERRY-OFFICESUPPLIES;C3;1;B;GEL;;K4;;PLN;27405792;161606756;;;;1;SP8;PLN
140581;KZ;I;20.05.2013;700;29.09.2013;8;IRWINVILLE-INSURANCE;C7;1;B;GEL;;K4;;GEL;27405792;161606756;;;;1;SP14;GEL
140582;KZ;I;20.05.2013;300;29.09.2013;1;BROOKFIELD-SOFTWARE;C4;1;B;GEL;;K4;;GEL;27405792;161606756;;;;1;SP14;GEL
140583;KZ;I;20.05.2013;500;29.09.2013;5;REMERTON-REALTY;C3;1;B;GEL;;K4;;GEL;27405792;161606756;;;;1;SP11;GEL
140584;KZ;I;20.05.2013;200;29.09.2013;9;DOVERBLUFF-DEVELOPMENT;C7;1;B;GEL;;K4;;GEL;27405792;208160859;;;;1;SP11;KZT
140585;KZ;I;20.05.2013;700;29.09.2013;6;DAKOTA-INDUSTRIES;C2;1;B;GEL;;K4;;GEL;27405792;206450717;;;;1;SP11;GEL
140586;KZ;I;20.05.2013;300;29.09.2013;7;AVONDALEESTATES-MOTORS;C7;1;B;PLN;;K4;;GEL;27405792;226219768;;;;1;SP11;GEL
140587;KZ;I;20.05.2013;400;29.09.2013;1;SUNSWEET-FURNISHINGS;C2;1;B;PLN;;K4;;PLN;27405792;192415335;;;;1;SP11;PLN
140588;KZ;I;20.05.2013;500;29.09.2013;6;GREENVILLE-SOFTWARE;C8;9;L;PLN;;K4;;PLN;27405792;199204109;;;;1;SP10;PLN
140589;M;I;14.02.2013;700;29.09.2013;3;NEWNAN-REALTY;C6;1;L;PLN;;K4;;PLN;27405792;165716823;;;;1;SP14;GBP
140590;M;I;14.02.2013;500;29.09.2013;5;RENTZ-INDUSTRIES;C1;1;L;PLN;;K4;;PLN;27405792;165716823;;;;1;SP14;PLN
140591;M;I;19.08.2013;800;29.09.2013;1;KENNESAW-ACCOUNTING;C7;1;L;GBP;;K4;;PLN;27405792;204816825;;;;1;SP14;PLN
140592;M;I;19.08.2013;300;29.09.2013;7;SANDYSPRINGS-MEDICALSUPPLIES;C6;1;L;GBP;;K4;;GBP;27405792;182654917;;;;1;SP1;GBP
140593;M;I;19.08.2013;700;29.09.2013;2;CLAXTON-CAFE;C7;9;L;GBP;;K4;;GBP;22585783;182654917;;;;1;SP1;GBP
140594;KZ;I;22.05.2013;100;29.09.2013;3;NASHVILLE-TRAVEL;C8;1;L;GBP;;K4;;GBP;23504627;128669040;;;;1;SP11;GBP
140595;KZ;I;04.05.2013;100;29.09.2013;2;TALBOTTON-INDUSTRIES;C5;1;L;GBP;;K4;;GBP;23504627;206371806;;;;1;SP11;GBP
140596;KZ;I;04.05.2013;400;10.06.2013;5;WESTGREEN-STUDIOS;C7;1;L;GBP;;K4;;GBP;23504627;206371806;;;;1;SP11;GEL
140597;M;I;04.05.2013;800;10.06.2013;3;SASSER-SIGNS;C7;9;L;GBP;;K4;;GBP;23504627;137183341;;;;1;SP10;GBP
140598;M;I;04.05.2013;300;27.04.2013;3;LAGRANGE-LANDSCAPING;C2;1;L;GBP;;K4;;GBP;20639300;115718636;;;;1;SP10;GBP
140599;KZ;I;04.05.2013;200;27.04.2013;1;MOULTRIE-INSURANCE;C4;1;L;GBP;;K4;;GBP;20639300;193772262;;;;1;SP10;GBP
140600;KZ;I;04.05.2013;700;07.05.2013;5;VILLARICA-DEVELOPMENT;C2;1;H;GBP;;K4;;GBP;20639300;175689764;;;;1;SP10;UAH
140601;KZ;I;04.05.2013;300;07.05.2013;2;DUBLIN-CAFE;C7;1;H;GBP;;K4;;GBP;20639300;227417431;;;;1;SP12;GBP
140602;M;I;04.05.2013;300;07.05.2013;9;RIVERSIDE-TEXTILES;C1;1;L;GBP;;K4;;GBP;20639300;152953510;;;;1;SP4;GBP
140603;M;I;20.10.2013;500;07.05.2013;4;WHITEOAK-CAFE;C7;1;L;GBP;;K4;;GBP;20639300;152953510;;;;1;SP4;GBP
140604;M;I;12.08.2013;400;07.05.2013;6;DOCKJUNCTION-DEVELOPMENT;C1;9;L;SEK;;K4;;GBP;20260350;218776174;;;;1;SP14;GBP
140605;M;I;12.08.2013;300;07.05.2013;2;MANASSAS-GYMNASIUM;C8;1;L;SEK;;K4;;SEK;20260350;219016509;;;;1;SP13;SEK
140606;KZ;I;12.08.2013;600;07.05.2013;6;KELLER-SIGNS;C6;1;L;SEK;;K4;;SEK;20260350;219016509;;;;1;SP2;SEK
140607;M;I;17.02.2013;300;07.05.2013;2;HOBOKEN-DEVELOPMENT;C4;1;L;SEK;;K4;;SEK;26534406;219016509;;;;1;SP2;SEK
140608;KZ;I;17.02.2013;600;07.05.2013;9;ELLABELLE-INDUSTRIES;C8;1;L;GEL;;K4;;SEK;26534406;219016509;;;;1;SP14;GEL
140609;KZ;I;25.01.2013;300;07.05.2013;3;VILLARICA-PROSERVICES;C1;1;L;GEL;;K4;;GEL;26534406;219016509;;;;1;SP14;GEL
140610;KZ;I;25.01.2013;200;07.05.2013;3;LAFAYETTE-BAKERY;C3;9;L;GEL;;K4;;GEL;26534406;219016509;;;;1;SP14;RON
140611;KZ;I;18.07.2013;800;15.10.2013;7;WAYNESVILLE-MOTORSERVICES;C7;1;L;GEL;;K4;;GEL;21444140;219016509;;;;1;SP14;GEL
140612;M;I;18.07.2013;200;15.10.2013;3;BLAIRSVILLE-MEDICALSUPPLIES;C1;1;L;SEK;;K4;;GEL;21444140;174521970;;;;1;SP14;GEL
140613;M;I;21.01.2013;100;15.10.2013;3;EDISON-TEXTILES;C7;1;L;SEK;;K4;;SEK;21444140;174521970;;;;1;SP2;SEK
140614;KZ;I;24.11.2013;500;06.02.2013;7;GROOVERVILLE-MOTORS;C4;1;H;SEK;;K4;;SEK;22918558;214700658;;;;1;SP13;KZT
140615;M;I;24.11.2013;600;06.02.2013;9;ELLABELLE-INDUSTRIES;C8;1;H;SEK;;K4;;SEK;22918558;144703876;;;;1;SP13;SEK
140616;M;I;24.11.2013;400;06.02.2013;6;MOUNTZION-MOTORSERVICES;C5;1;H;KZT;;K4;;SEK;22918558;182898883;;;;1;SP6;SEK
140617;KZ;I;15.10.2013;700;06.02.2013;5;NANKIN-MANUFACTURING;C2;1;H;KZT;;K4;;KZT;22918558;229269479;;;;1;SP1;KZT
140618;KZ;I;19.10.2013;700;06.02.2013;8;LUMPKIN-TEXTILES;C3;1;H;KZT;;K4;;KZT;22918558;154843260;;;;1;SP4;KZT
140619;KZ;I;19.10.2013;200;15.11.2013;7;DUDLEY-DEVELOPMENT;C2;1;H;KZT;;K4;;KZT;22918558;203820216;;;;1;SP4;KZT
140620;M;I;19.10.2013;300;15.11.2013;8;PEACHTREECITYWEBSITE-SOFTWARE;C7;1;H;KZT;;K4;;KZT;22918558;139435446;;;;1;SP4;KZT
140621;KZ;I;02.06.2013;300;15.11.2013;1;ATTAPULGUS-OFFICESUPPLIES;C7;1;H;KZT;;K4;;KZT;22918558;195121095;;;;1;SP12;GBP
140622;KZ;I;15.06.2013;700;15.11.2013;7;LAWRENCEVILLE-DEVELOPMENT;C1;1;H;KZT;;K4;;KZT;16308765;191658620;;;;1;SP12;KZT
140623;KZ;I;15.06.2013;200;16.02.2013;7;BANNOCKBURN-TEXTILES;C1;1;H;GBP;;K4;;KZT;16308765;191658620;;;;1;SP12;RON
140624;KZ;I;22.05.2013;100;16.02.2013;1;MORVEN-MANUFACTURING;C5;1;H;GBP;;K4;;GBP;16308765;215656511;;;;1;SP9;RON
140625;KZ;I;22.05.2013;800;17.10.2013;7;HOGANSVILLE-SOFTWARE;C2;1;H;GBP;;K4;;GBP;16308765;152605503;;;;1;SP10;GBP
140626;M;I;22.05.2013;400;19.04.2013;8;BADEN-INDUSTRIES;C2;1;H;GBP;;K4;;GBP;16308765;211761788;;;;1;SP4;GBP
140627;M;I;22.05.2013;500;19.04.2013;6;MCINTOSH-DEVELOPMENT;C7;1;L;GBP;;K4;;GBP;16308765;195106942;;;;1;SP10;GBP
140628;M;I;22.05.2013;600;19.04.2013;9;ATKINSON-STUDIOS;C3;1;G;GBP;;K4;;GBP;24822900;122623702;;;;1;SP10;GBP
140629;KZ;I;23.06.2013;600;19.04.2013;8;RINCON-SERVICES;C2;1;G;GBP;;K4;;GBP;24822900;134160022;;;;1;SP5;EUR
140630;M;I;12.06.2013;200;07.10.2013;9;SMITHVILLE-MOTORSERVICES;C4;1;G;GBP;;K4;;GBP;24822900;120802374;;;;1;SP7;GBP
140631;KZ;I;12.07.2013;700;07.10.2013;8;AILEY-INSURANCE;C6;9;G;GBP;;K4;;GBP;24822900;206934521;;;;1;SP7;GBP
140632;KZ;I;04.05.2013;200;07.10.2013;2;UNIONVILLE-CAFE;C6;1;B;GBP;;K4;;GBP;24822900;121389450;;;;1;SP9;GBP
140633;KZ;I;14.09.2013;600;07.10.2013;5;HOPEULIKIT-STUDIOS;C2;1;B;GBP;;K4;;GBP;24822900;116810142;;;;1;SP8;GBP
140634;M;I;14.09.2013;800;07.10.2013;1;EDISON-STUDIOS;C3;1;B;GBP;;K4;;GBP;24822900;116810142;;;;1;SP9;GBP
140635;KZ;I;26.11.2013;500;07.10.2013;1;COLESBURG-BAKERY;C4;1;B;GBP;;K4;;GBP;24822900;149085549;;;;1;SP12;GBP
140636;KZ;I;26.11.2013;100;07.10.2013;4;HAMPTON-MOTORS;C7;1;B;GBP;;K4;;GBP;24822900;149085549;;;;1;SP12;GBP
140637;M;I;26.11.2013;800;07.10.2013;3;ROCHELLE-CAFE;C5;1;B;GBP;;K4;;GBP;24822900;152296700;;;;1;SP12;RUB
140638;M;I;06.07.2013;600;19.10.2013;4;HORTENSE-SERVICES;C6;1;B;KZT;;K4;;GBP;24822900;197026224;;;;1;SP10;GEL
140639;KZ;I;30.06.2013;600;19.10.2013;6;CHAUNCEY-BAKERY;C4;1;B;UAH;;K4;;KZT;12901207;220055721;;;;1;SP11;KZT
140640;KZ;I;10.10.2013;400;19.10.2013;9;GRAHAM-TEXTILES;C8;1;B;UAH;;K4;;UAH;11665005;160308946;;;;1;SP11;UAH
140641;M;I;05.08.2013;600;03.05.2013;2;REGISTER-INDUSTRIES;C2;9;B;UAH;;K4;;UAH;11665005;132605402;;;;1;SP5;UAH
140642;KZ;I;12.05.2013;300;03.05.2013;9;APPLING-FURNISHINGS;C2;1;B;EUR;;K4;;UAH;11665005;161731827;;;;1;SP9;UAH
140643;KZ;I;12.05.2013;800;03.05.2013;3;MCDONOUGH-STUDIOS;C5;1;B;EUR;;K4;;EUR;11665005;171082507;;;;1;SP14;EUR
140644;M;I;12.05.2013;500;03.05.2013;9;WALTHOURVILLE-MEDICALSUPPLIES;C3;1;B;PLN;;K4;;EUR;11665005;110150518;;;;1;SP4;EUR
140645;M;I;17.06.2013;500;03.05.2013;8;BARRETTS-TRAVEL;C2;1;B;PLN;;K4;;PLN;16433416;196239355;;;;1;SP10;SEK
140646;KZ;I;03.04.2013;200;19.01.2013;7;HAHIRA-ACCOUNTING;C2;1;B;PLN;;K4;;PLN;16433416;120682133;;;;1;SP12;PLN
140647;M;I;03.04.2013;600;19.01.2013;7;OUSLEY-TRAVEL;C6;1;B;PLN;;K4;;PLN;16433416;118988249;;;;1;SP1;KZT
140648;M;I;03.04.2013;400;19.01.2013;9;ALPHARETTA-TEXTILES;C3;1;B;PLN;;K4;;PLN;16433416;118988249;;;;1;SP7;PLN
140649;M;I;08.10.2013;800;19.01.2013;2;SPRINGFIELD-ENGINEERING;C3;1;B;PLN;;K4;;PLN;16433416;225527710;;;;1;SP13;PLN
140650;KZ;I;08.10.2013;300;19.01.2013;9;HARRIETTSBLUFF-LANDSCAPING;C8;1;B;PLN;;K4;;PLN;16433416;225527710;;;;1;SP13;UAH
140651;KZ;I;08.10.2013;100;19.01.2013;3;UNIONVILLE-FURNISHINGS;C5;1;B;PLN;;K4;;PLN;16433416;225527710;;;;1;SP13;PLN
140652;M;I;08.10.2013;200;19.01.2013;5;PEARSON-INSURANCE;C8;1;B;GEL;;K4;;PLN;16433416;155106410;;;;1;SP10;PLN
140653;KZ;I;08.10.2013;200;24.08.2013;4;STRONGSVILLE-SIGNS;C4;1;L;GEL;;K4;;GEL;16433416;132398181;;;;1;SP3;GEL
140654;M;I;08.11.2013;300;24.08.2013;7;NELSON-FURNISHINGS;C1;1;L;GEL;;K4;;GEL;24751025;137229125;;;;1;SP12;GEL
140655;M;I;08.11.2013;500;01.11.2013;3;STATESBORO-SIGNS;C2;1;L;GEL;;K4;;GEL;22914840;140865085;;;;1;SP6;GEL
140656;KZ;I;08.11.2013;700;01.11.2013;5;GRIFFIN-REALTY;C2;1;L;GEL;;K4;;GEL;22914840;140865085;;;;1;SP12;GEL
140657;M;I;30.04.2013;400;01.11.2013;4;COLUMBUS-TRAVEL;C5;1;B;GEL;;K4;;GEL;29222365;188917008;;;;1;SP8;GEL
140658;M;I;30.04.2013;100;01.11.2013;8;KIRKLAND-MANUFACTURING;C6;1;B;GEL;;K4;;GEL;29222365;138876182;;;;1;SP6;GEL
140659;M;I;20.04.2013;300;20.03.2013;6;SOPERTON-INSURANCE;C5;1;B;GEL;;K4;;GEL;29222365;227715790;;;;1;SP12;GEL
140660;KZ;I;20.04.2013;500;11.02.2013;5;DAKOTA-FURNISHINGS;C6;9;C;GEL;;K4;;GEL;29222365;120443445;;;;1;SP7;GEL
140661;KZ;I;01.10.2013;400;11.02.2013;8;JEFFERSONVILLE-BAKERY;C4;1;C;GEL;;K4;;GEL;12093777;225299362;;;;1;SP6;GEL
140662;M;I;14.10.2013;300;11.02.2013;2;ALPHARETTA-INSURANCE;C6;1;C;GEL;;K4;;GEL;12093777;217533416;;;;1;SP6;GEL
140663;KZ;I;14.10.2013;200;11.02.2013;4;BERKELEYLAKE-DEVELOPMENT;C4;9;G;GEL;;K4;;GEL;12093777;226720420;;;;1;SP11;GEL
